Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
HSS,HSS10X5X.375,HSS10X5X3/8,–,35.13,0.050,9.67,–,–,10.0,8.95,–,–,–,5.00,3.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,11.3,–,25.7,–,120,30.4,24.1,3.53,40.6,18.7,16.2,2.05,–,–,–,100,–,31.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS254X127X9.5,HSS254X127X9.5,52.2,6240,–,–,254,227,–,–,–,127,100,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,11.3,–,25.7,–,49.9,498,395,89.7,16.9,306,265,52.1,–,–,–,41600,–,511,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS9X9X.375,HSS9X9X3/8,–,42.79,0.000,11.8,–,–,9.00,7.95,–,–,–,9.00,7.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,22.8,–,22.8,–,145,37.8,32.2,3.51,145,37.8,32.2,3.51,–,–,–,231,–,52.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS228.6X228.6X9.5,HSS228.6X228.6X9.5,63.6,7610,–,–,229,202,–,–,–,229,202,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,22.8,–,22.8,–,60.4,619,528,89.2,60.4,619,528,89.2,–,–,–,96100,–,854,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS12X6X.313,HSS12X6X5/16,–,36.10,0.000,9.92,–,–,12.0,11.1,–,–,–,6.00,5.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,17.6,–,38.2,–,184,38.1,30.7,4.31,62.8,23.6,20.9,2.52,–,–,–,152,–,38.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS304.8X152.4X7.9,HSS304.8X152.4X7.9,53.7,6400,–,–,305,282,–,–,–,152,130,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,17.6,–,38.2,–,76.6,624,503,109,26.1,387,342,64.0,–,–,–,63300,–,636,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS12X12X.250,HSS12X12X1/4,–,39.43,0.000,10.8,–,–,12.0,11.3,–,–,–,12.0,11.3,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,48.5,–,48.5,–,248,47.6,41.4,4.79,248,47.6,41.4,4.79,–,–,–,384,–,64.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS304.8X304.8X6.4,HSS304.8X304.8X6.4,58.6,6970,–,–,305,287,–,–,–,305,287,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,48.5,–,48.5,–,103,780,678,122,103,780,678,122,–,–,–,160000,–,1060,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X4X.313,HSS16X4X5/16,–,40.35,0.920,11.1,–,–,16.0,15.1,–,–,–,4.00,3.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,10.7,–,52.0,–,308,51.1,38.5,5.27,33.2,18.5,16.6,1.73,–,–,–,103,–,33.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X101.6X7.9,HSS406.4X101.6X7.9,60.0,7160,–,–,406,384,–,–,–,102,79.5,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,10.7,–,52.0,–,128,837,631,134,13.8,303,272,43.9,–,–,–,42900,–,554,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS14X12X.313,HSS14X12X5/16,–,53.11,0.000,14.6,–,–,14.0,13.1,–,–,–,12.0,11.1,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,38.2,–,45.1,–,435,72.6,62.1,5.46,344,65.4,57.3,4.86,–,–,–,598,–,93.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS355.6X304.8X7.9,HSS355.6X304.8X7.9,79,9420,–,–,356,333,–,–,–,305,282,–,–,–,–,–,–,–,7.95,7.39,–,–,–,–,–,–,–,–,–,–,38.2,–,45.1,–,181,1190,1020,139,143,1070,939,123,–,–,–,249000,–,1530,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS12X12X.500,HSS12X12X1/2,–,76.07,0.000,20.9,–,–,12.0,10.6,–,–,–,12.0,10.6,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,22.8,–,22.8,–,457,89.6,76.2,4.68,457,89.6,76.2,4.68,–,–,–,728,–,123,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS304.8X304.8X12.7,HSS304.8X304.8X12.7,113,13500,–,–,305,269,–,–,–,305,269,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,22.8,–,22.8,–,190,1470,1250,119,190,1470,1250,119,–,–,–,303000,–,2020,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X12X.313,HSS16X12X5/16,–,57.36,0.000,15.7,–,–,16.0,15.1,–,–,–,12.0,11.1,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,38.2,–,52.0,–,595,87.7,74.4,6.15,384,72.2,64.0,4.94,–,–,–,727,–,107,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X304.8X7.9,HSS406.4X304.8X7.9,85.4,10100,–,–,406,384,–,–,–,305,282,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,38.2,–,52.0,–,248,1440,1220,156,160,1180,1050,125,–,–,–,303000,–,1750,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS12X12X.875,HSS12X12X7/8,–,125.79,0.000,34.7,–,–,12.0,9.56,–,–,–,12.0,9.56,–,–,–,–,–,–,–,0.8750,0.814,–,–,–,–,–,–,–,–,–,–,11.7,–,11.7,–,706,143,118,4.51,706,143,118,4.51,–,–,–,1170,–,202,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS304.8X304.8X22.2,HSS304.8X304.8X22.2,187,22400,–,–,305,243,–,–,–,305,243,–,–,–,–,–,–,–,22.2,20.7,–,–,–,–,–,–,–,–,–,–,11.7,–,11.7,–,294,2340,1930,115,294,2340,1930,115,–,–,–,487000,–,3310,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X4X.500,HSS20X4X1/2,–,76.07,0.070,20.9,–,–,20.0,18.6,–,–,–,4.00,2.60,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,5.60,–,40.0,–,838,115,83.8,6.33,58.7,34.0,29.3,1.68,–,–,–,195,–,63.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS508X101.6X12.7,HSS508X101.6X12.7,113,13500,–,–,508,472,–,–,–,102,66.0,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,5.60,–,40.0,–,349,1880,1370,161,24.4,557,480,42.7,–,–,–,81200,–,1050,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS14X14X.750,HSS14X14X3/4,–,130.33,0.000,35.9,–,–,14.0,11.9,–,–,–,14.0,11.9,–,–,–,–,–,–,–,0.750,0.698,–,–,–,–,–,–,–,–,–,–,17.0,–,17.0,–,1040,177,149,5.38,1040,177,149,5.38,–,–,–,1680,–,246,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS355.6X355.6X19.0,HSS355.6X355.6X19.0,194,23200,–,–,356,302,–,–,–,356,302,–,–,–,–,–,–,–,19.1,17.7,–,–,–,–,–,–,–,–,–,–,17.0,–,17.0,–,433,2900,2440,137,433,2900,2440,137,–,–,–,699000,–,4030,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X12X.375,HSS20X12X3/8,–,78.52,0.000,21.5,–,–,20.0,19.0,–,–,–,12.0,11.0,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,31.4,–,54.3,–,1200,144,120,7.45,547,102,91.1,5.04,–,–,–,1180,–,160,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS508X304.8X9.5,HSS508X304.8X9.5,117,13900,–,–,508,483,–,–,–,305,279,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,31.4,–,54.3,–,499,2360,1970,189,228,1670,1490,128,–,–,–,491000,–,2620,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X16X.625,HSS16X16X5/8,–,127.37,0.000,35.0,–,–,16.0,14.3,–,–,–,16.0,14.3,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,24.5,–,24.5,–,1370,200,171,6.25,1370,200,171,6.25,–,–,–,2170,–,276,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X406.4X15.9,HSS406.4X406.4X15.9,189,22600,–,–,406,363,–,–,–,406,363,–,–,–,–,–,–,–,15.9,14.8,–,–,–,–,–,–,–,–,–,–,24.5,–,24.5,–,570,3280,2800,159,570,3280,2800,159,–,–,–,903000,–,4520,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS22X18X.313,HSS22X18X5/16,–,82.88,0.000,22.7,–,–,22.0,21.1,–,–,–,18.0,17.1,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,58.9,–,72.6,–,1680,178,153,8.61,1240,156,138,7.40,–,–,–,2200,–,224,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS558.8X457.2X7.9,HSS558.8X457.2X7.9,123,14600,–,–,559,536,–,–,–,457,434,–,–,–,–,–,–,–,7.95,7.39,–,–,–,–,–,–,–,–,–,–,58.9,–,72.6,–,699,2920,2510,219,516,2560,2260,188,–,–,–,916000,–,3670,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X16X1,HSS16X16X1,–,195.40,0.000,53.8,–,–,16.0,13.2,–,–,–,16.0,13.2,–,–,–,–,–,–,–,1.00,0.930,–,–,–,–,–,–,–,–,–,–,14.2,–,14.2,–,1990,300,249,6.09,1990,300,249,6.09,–,–,–,3270,–,419,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X406.4X25.4,HSS406.4X406.4X25.4,291,34700,–,–,406,335,–,–,–,406,335,–,–,–,–,–,–,–,25.4,23.6,–,–,–,–,–,–,–,–,–,–,14.2,–,14.2,–,828,4920,4080,155,828,4920,4080,155,–,–,–,1360000,–,6870,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X16X.625,HSS20X16X5/8,–,144.39,0.000,39.6,–,–,20.0,18.3,–,–,–,16.0,14.3,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,24.5,–,31.4,–,2320,275,232,7.65,1640,236,206,6.44,–,–,–,3040,–,347,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS508X406.4X15.9,HSS508X406.4X15.9,215,25500,–,–,508,465,–,–,–,406,363,–,–,–,–,–,–,–,15.9,14.8,–,–,–,–,–,–,–,–,–,–,24.5,–,31.4,–,966,4510,3800,194,683,3870,3380,164,–,–,–,1270000,–,5690,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS22X22X.500,HSS22X22X1/2,–,144.13,0.000,39.5,–,–,22.0,20.6,–,–,–,22.0,20.6,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,44.3,–,44.3,–,3030,317,276,8.76,3030,317,276,8.76,–,–,–,4700,–,431,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS558.8X558.8X12.7,HSS558.8X558.8X12.7,214,25500,–,–,559,523,–,–,–,559,523,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,44.3,–,44.3,–,1260,5190,4520,223,1260,5190,4520,223,–,–,–,1960000,–,7060,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS24X12X.750,HSS24X12X3/4,–,171.16,0.790,47.1,–,–,24.0,21.9,–,–,–,12.0,9.91,–,–,–,–,–,–,–,0.750,0.698,–,–,–,–,–,–,–,–,–,–,14.2,–,31.4,–,3440,359,287,8.55,1170,221,195,4.98,–,–,–,2850,–,366,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS609.6X304.8X19.0,HSS609.6X304.8X19.0,255,30400,–,–,610,556,–,–,–,305,252,–,–,–,–,–,–,–,19.1,17.7,–,–,–,–,–,–,–,–,–,–,14.2,–,31.4,–,1430,5880,4700,217,487,3620,3200,126,–,–,–,1190000,–,6000,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS22X22X1,HSS22X22X1,–,277.07,0.000,76.2,–,–,22.0,19.2,–,–,–,22.0,19.2,–,–,–,–,–,–,–,1.00,0.930,–,–,–,–,–,–,–,–,–,–,20.7,–,20.7,–,5550,596,505,8.54,5550,596,505,8.54,–,–,–,8890,–,823,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS558.8X558.8X25.4,HSS558.8X558.8X25.4,412,49200,–,–,559,488,–,–,–,559,488,–,–,–,–,–,–,–,25.4,23.6,–,–,–,–,–,–,–,–,–,–,20.7,–,20.7,–,2310,9770,8280,217,2310,9770,8280,217,–,–,–,3700000,–,13500,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS34X10X1,HSS34X10X1,–,277.07,23.350,76.2,–,–,34.0,31.2,–,–,–,10.0,7.21,–,–,–,–,–,–,–,1.00,0.930,–,–,–,–,–,–,–,–,–,–,7.75,–,33.6,–,9600,750,565,11.2,1340,307,268,4.19,–,–,–,4040,–,555,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS863.6X254X25.4,HSS863.6X254X25.4,412,49200,–,–,864,792,–,–,–,254,183,–,–,–,–,–,–,–,25.4,23.6,–,–,–,–,–,–,–,–,–,–,7.75,–,33.6,–,4000,12300,9260,284,558,5030,4390,106,–,–,–,1680000,–,9090,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
