Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
HSS,HSS10X4X.500,HSS10X4X1/2,–,42.05,0.460,11.6,–,–,10.0,8.60,–,–,–,4.00,2.60,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,5.60,–,18.5,–,129,34.1,25.8,3.34,29.5,17.6,14.7,1.59,–,–,–,82.6,–,31.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS254X101.6X12.7,HSS254X101.6X12.7,62.4,7480,–,–,254,218,–,–,–,102,66.0,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,5.60,–,18.5,–,53.7,559,423,84.8,12.3,288,241,40.4,–,–,–,34400,–,508,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS9X5X.500,HSS9X5X1/2,–,42.05,0.000,11.6,–,–,9.00,7.60,–,–,–,5.00,3.60,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,7.75,–,16.4,–,115,32.5,25.5,3.14,45.2,21.5,18.1,1.97,–,–,–,109,–,35.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS228.6X127X12.7,HSS228.6X127X12.7,62.4,7480,–,–,229,193,–,–,–,127,91.4,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,7.75,–,16.4,–,47.9,533,418,79.8,18.8,352,297,50.0,–,–,–,45400,–,583,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS8X6X.500,HSS8X6X1/2,–,42.05,0.000,11.6,–,–,8.00,6.60,–,–,–,6.00,4.61,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,9.90,–,14.2,–,98.2,30.5,24.6,2.91,62.5,24.9,20.8,2.32,–,–,–,127,–,38.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS203.2X152.4X12.7,HSS203.2X152.4X12.7,62.4,7480,–,–,203,168,–,–,–,152,117,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,9.90,–,14.2,–,40.9,500,403,73.9,26.0,408,341,58.9,–,–,–,52900,–,629,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS7X7X.500,HSS7X7X1/2,–,42.05,0.000,11.6,–,–,7.00,5.60,–,–,–,7.00,5.60,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,12.1,–,12.1,–,80.5,27.9,23.0,2.63,80.5,27.9,23.0,2.63,–,–,–,133,–,39.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS177.8X177.8X12.7,HSS177.8X177.8X12.7,62.4,7480,–,–,178,142,–,–,–,178,142,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,12.1,–,12.1,–,33.5,457,377,66.8,33.5,457,377,66.8,–,–,–,55400,–,644,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X.250,HSS16.000X0.250,–,42.09,0.040,11.5,–,–,–,–,16.0,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,68.7,359,57.9,44.8,5.58,359,57.9,44.8,5.58,–,–,–,717,–,89.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X6.4,HSS406.4X6.4,62.6,7420,–,–,–,–,406,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,68.7,149,949,734,142,149,949,734,142,–,–,–,298000,–,1470,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS8X4X.625,HSS8X4X5/8,–,42.30,0.210,11.7,–,–,8.00,6.26,–,–,–,4.00,2.26,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,3.88,–,10.8,–,82.0,27.4,20.5,2.64,26.6,16.6,13.3,1.51,–,–,–,70.3,–,28.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS203.2X101.6X15.9,HSS203.2X101.6X15.9,62.6,7550,–,–,203,159,–,–,–,102,57.4,–,–,–,–,–,–,–,15.9,14.8,–,–,–,–,–,–,–,–,–,–,3.88,–,10.8,–,34.1,449,336,67.1,11.1,272,218,38.4,–,–,–,29300,–,470,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6X6X.625,HSS6X6X5/8,–,42.30,0.000,11.7,–,–,6.00,4.26,–,–,–,6.00,4.26,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,7.33,–,7.33,–,55.2,23.2,18.4,2.17,55.2,23.2,18.4,2.17,–,–,–,94.9,–,33.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS152.4X152.4X15.9,HSS152.4X152.4X15.9,62.6,7550,–,–,152,108,–,–,–,152,108,–,–,–,–,–,–,–,15.9,14.8,–,–,–,–,–,–,–,–,–,–,7.33,–,7.33,–,23.0,380,302,55.1,23.0,380,302,55.1,–,–,–,39500,–,547,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS14X4X.375,HSS14X4X3/8,–,42.79,0.490,11.8,–,–,14.0,13.0,–,–,–,4.00,2.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,8.46,–,37.1,–,252,47.8,36.0,4.63,33.6,19.1,16.8,1.69,–,–,–,102,–,34.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS355.6X101.6X9.5,HSS355.6X101.6X9.5,63.6,7610,–,–,356,330,–,–,–,102,74.9,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,8.46,–,37.1,–,105,783,590,118,14.0,313,275,42.9,–,–,–,42500,–,567,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS12X6X.375,HSS12X6X3/8,–,42.79,0.000,11.8,–,–,12.0,11.0,–,–,–,6.00,4.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,14.2,–,31.4,–,215,44.8,35.9,4.28,72.9,27.7,24.3,2.49,–,–,–,178,–,45.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS304.8X152.4X9.5,HSS304.8X152.4X9.5,63.6,7610,–,–,305,279,–,–,–,152,126,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,14.2,–,31.4,–,89.5,734,588,109,30.3,454,398,63.2,–,–,–,74100,–,751,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS10X8X.375,HSS10X8X3/8,–,42.79,0.000,11.8,–,–,10.0,8.95,–,–,–,8.00,6.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,19.9,–,25.7,–,169,40.5,33.9,3.79,120,34.8,30.0,3.19,–,–,–,224,–,51.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS254X203.2X9.5,HSS254X203.2X9.5,63.6,7610,–,–,254,227,–,–,–,203,177,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,19.9,–,25.7,–,70.3,664,556,96.3,49.9,570,492,81.0,–,–,–,93200,–,842,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS9X9X.375,HSS9X9X3/8,–,42.79,0.000,11.8,–,–,9.00,7.95,–,–,–,9.00,7.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,22.8,–,22.8,–,145,37.8,32.2,3.51,145,37.8,32.2,3.51,–,–,–,231,–,52.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS228.6X228.6X9.5,HSS228.6X228.6X9.5,63.6,7610,–,–,229,202,–,–,–,229,202,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,22.8,–,22.8,–,60.4,619,528,89.2,60.4,619,528,89.2,–,–,–,96100,–,854,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS20X6X.250,HSS20X6X1/4,–,42.84,0.050,11.8,–,–,20.0,19.3,–,–,–,6.00,5.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,22.8,–,82.8,–,549,70.7,54.9,6.83,82.9,30.0,27.6,2.66,–,–,–,240,–,53.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS508X152.4X6.4,HSS508X152.4X6.4,63.8,7610,–,–,508,490,–,–,–,152,135,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,22.8,–,82.8,–,229,1160,900,173,34.5,492,452,67.6,–,–,–,99900,–,870,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS18X8X.250,HSS18X8X1/4,–,42.84,0.000,11.8,–,–,18.0,17.3,–,–,–,8.00,7.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,31.3,–,74.3,–,492,67.7,54.7,6.47,141,38.6,35.2,3.46,–,–,–,351,–,64.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS457.2X203.2X6.4,HSS457.2X203.2X6.4,63.8,7610,–,–,457,439,–,–,–,203,185,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,31.3,–,74.3,–,205,1110,896,164,58.7,633,577,87.9,–,–,–,146000,–,1050,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X10X.250,HSS16X10X1/4,–,42.84,0.000,11.8,–,–,16.0,15.3,–,–,–,10.0,9.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,39.9,–,65.7,–,426,63.7,53.3,6.02,208,46.3,41.6,4.21,–,–,–,437,–,71.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X254X6.4,HSS406.4X254X6.4,63.8,7610,–,–,406,389,–,–,–,254,236,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,39.9,–,65.7,–,177,1040,873,153,86.6,759,682,107,–,–,–,182000,–,1170,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS14X12X.250,HSS14X12X1/4,–,42.84,0.000,11.8,–,–,14.0,13.3,–,–,–,12.0,11.3,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,48.5,–,57.1,–,354,58.9,50.6,5.49,280,53.0,46.7,4.88,–,–,–,484,–,75.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS355.6X304.8X6.4,HSS355.6X304.8X6.4,63.8,7610,–,–,356,338,–,–,–,305,287,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,48.5,–,57.1,–,147,965,829,139,117,869,765,124,–,–,–,201000,–,1240,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS8.625X.500,HSS8.625X0.500,–,43.43,0.590,11.9,–,–,–,–,8.63,–,–,–,–,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,–,–,–,18.5,100,31.0,23.1,2.89,100,31.0,23.1,2.89,–,–,–,199,–,46.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS219.1X12.7,HSS219.1X12.7,64.6,7680,–,–,–,–,219,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,18.5,41.6,508,379,73.4,41.6,508,379,73.4,–,–,–,82800,–,757,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS13.375X.313,HSS13.375X0.313,–,43.64,0.210,11.9,–,–,–,–,13.4,–,–,–,–,–,–,–,–,–,–,–,0.313,0.291,–,–,–,–,–,–,–,–,–,–,–,–,–,46.0,256,49.8,38.2,4.63,256,49.8,38.2,4.63,–,–,–,512,–,76.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS340.36X7.9,HSS340.36X7.9,64.9,7680,–,–,–,–,340,–,–,–,–,–,–,–,–,–,–,–,7.95,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,46.0,107,816,626,118,107,816,626,118,–,–,–,213000,–,1250,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X6X.313,HSS16X6X5/16,–,44.60,0.960,12.2,–,–,16.0,15.1,–,–,–,6.00,5.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,17.6,–,52.0,–,379,60.3,47.4,5.57,81.8,30.2,27.3,2.58,–,–,–,222,–,52.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X152.4X7.9,HSS406.4X152.4X7.9,66.4,7870,–,–,406,384,–,–,–,152,130,–,–,–,–,–,–,–,7.95,7.39,–,–,–,–,–,–,–,–,–,–,17.6,–,52.0,–,158,988,777,141,34.0,495,447,65.5,–,–,–,92400,–,854,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS14X8X.313,HSS14X8X5/16,–,44.60,0.000,12.2,–,–,14.0,13.1,–,–,–,8.00,7.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,24.5,–,45.1,–,325,56.6,46.5,5.15,138,38.6,34.4,3.35,–,–,–,308,–,61.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS355.6X203.2X7.9,HSS355.6X203.2X7.9,66.4,7870,–,–,356,333,–,–,–,203,181,–,–,–,–,–,–,–,7.95,7.39,–,–,–,–,–,–,–,–,–,–,24.5,–,45.1,–,135,928,762,131,57.4,633,564,85.1,–,–,–,128000,–,1010,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS12X10X.313,HSS12X10X5/16,–,44.60,0.000,12.2,–,–,12.0,11.1,–,–,–,10.0,9.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,31.4,–,38.2,–,264,51.7,44.0,4.64,200,45.7,40.0,4.04,–,–,–,356,–,66.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS304.8X254X7.9,HSS304.8X254X7.9,66.4,7870,–,–,305,282,–,–,–,254,232,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,31.4,–,38.2,–,110,847,721,118,83.2,749,655,103,–,–,–,148000,–,1080,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS11.75X.375,HSS11.750X0.375,–,45.60,1.000,12.5,–,–,–,–,11.8,–,–,–,–,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,–,–,–,33.7,203,45.3,34.6,4.03,203,45.3,34.6,4.03,–,–,–,406,–,69.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS299.72X9.5,HSS299.72X9.5,67.9,8060,–,–,–,–,300,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,33.7,84.5,742,567,102,84.5,742,567,102,–,–,–,169000,–,1130,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS14X.312,HSS14.000X0.312,–,45.65,0.050,12.5,–,–,–,–,14.0,–,–,–,–,–,–,–,–,–,–,–,0.312,0.291,–,–,–,–,–,–,–,–,–,–,–,–,–,48.1,295,54.7,42.1,4.85,295,54.7,42.1,4.85,–,–,–,589,–,84.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS355.6X7.9,HSS355.6X7.9,67.9,8060,–,–,–,–,356,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,48.1,123,896,690,123,123,896,690,123,–,–,–,245000,–,1380,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS18X10X.250,HSS18X10X1/4,–,46.24,0.590,12.7,–,–,18.0,17.3,–,–,–,10.0,9.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,39.9,–,74.3,–,566,76.0,62.9,6.68,230,50.9,46.1,4.26,–,–,–,515,–,80.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS457.2X254X6.4,HSS457.2X254X6.4,68.8,8190,–,–,457,439,–,–,–,254,236,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,39.9,–,74.3,–,236,1250,1030,170,95.7,834,755,108,–,–,–,214000,–,1320,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS14X14X.250,HSS14X14X1/4,–,46.24,0.000,12.7,–,–,14.0,13.3,–,–,–,14.0,13.3,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,57.1,–,57.1,–,399,65.3,57.0,5.60,399,65.3,57.0,5.60,–,–,–,614,–,88.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS355.6X355.6X6.4,HSS355.6X355.6X6.4,68.8,8190,–,–,356,338,–,–,–,356,338,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,57.1,–,57.1,–,166,1070,934,142,166,1070,934,142,–,–,–,256000,–,1450,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS12X.375,HSS12.000X0.375,–,46.60,0.360,12.8,–,–,–,–,12.0,–,–,–,–,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,–,–,–,34.4,217,47.4,36.1,4.12,217,47.4,36.1,4.12,–,–,–,434,–,72.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS304.8X9.5,HSS304.8X9.5,69.3,8260,–,–,–,–,305,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,34.4,90.3,777,592,105,90.3,777,592,105,–,–,–,181000,–,1180,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS18X.250,HSS18.000X0.250,–,47.44,0.840,13.0,–,–,–,–,18.0,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,77.4,512,73.4,56.9,6.28,512,73.4,56.9,6.28,–,–,–,1020,–,114,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS457.2X6.4,HSS457.2X6.4,70.6,8390,–,–,–,–,457,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,77.4,213,1200,932,160,213,1200,932,160,–,–,–,425000,–,1870,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS16X4X.375,HSS16X4X3/8,–,47.90,0.460,13.2,–,–,16.0,15.0,–,–,–,4.00,2.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,8.46,–,42.8,–,360,60.2,45.0,5.23,38.3,21.7,19.1,1.71,–,–,–,120,–,39.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS406.4X101.6X9.5,HSS406.4X101.6X9.5,71.2,8520,–,–,406,381,–,–,–,102,74.9,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,8.46,–,42.8,–,150,987,737,133,15.9,356,313,43.4,–,–,–,49900,–,651,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS14X6X.375,HSS14X6X3/8,–,47.90,0.000,13.2,–,–,14.0,13.0,–,–,–,6.00,4.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,14.2,–,37.1,–,317,57.3,45.3,4.91,84.1,31.6,28.0,2.53,–,–,–,219,–,53.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS355.6X152.4X9.5,HSS355.6X152.4X9.5,71.2,8520,–,–,356,330,–,–,–,152,126,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,14.2,–,37.1,–,132,939,742,125,35.0,518,459,64.3,–,–,–,91200,–,880,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS12X8X.375,HSS12X8X3/8,–,47.90,0.000,13.2,–,–,12.0,11.0,–,–,–,8.00,6.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,19.9,–,31.4,–,262,53.0,43.7,4.47,140,40.1,35.1,3.27,–,–,–,293,–,62.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS304.8X203.2X9.5,HSS304.8X203.2X9.5,71.2,8520,–,–,305,279,–,–,–,203,177,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,19.9,–,31.4,–,109,869,716,114,58.3,657,575,83.1,–,–,–,122000,–,1020,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS10X10X.375,HSS10X10X3/8,–,47.90,0.000,13.2,–,–,10.0,8.95,–,–,–,10.0,8.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,25.7,–,25.7,–,202,47.2,40.4,3.92,202,47.2,40.4,3.92,–,–,–,320,–,64.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS254X254X9.5,HSS254X254X9.5,71.2,8520,–,–,254,227,–,–,–,254,227,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,25.7,–,25.7,–,84.1,773,662,99.6,84.1,773,662,99.6,–,–,–,133000,–,1060,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS9.625X.500,HSS9.625X0.500,–,48.77,0.870,13.4,–,–,–,–,9.63,–,–,–,–,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,–,–,–,20.7,141,39.0,29.2,3.24,141,39.0,29.2,3.24,–,–,–,281,–,58.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS244.5X12.7,HSS244.5X12.7,72.6,8650,–,–,–,–,244,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,20.7,58.7,639,479,82.3,58.7,639,479,82.3,–,–,–,117000,–,959,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
