Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
HSS,HSS2.5X.250,HSS2.500X0.250,–,6.01,0.160,1.66,–,–,–,–,2.50,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,1.08,1.20,0.862,0.806,1.08,1.20,0.862,0.806,–,–,–,2.15,–,1.72,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS63.5X6.4,HSS63.5X6.4,8.95,1070,–,–,–,–,63.5,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,10.7,0.450,19.7,14.1,20.5,0.450,19.7,14.1,20.5,–,–,–,895,–,28.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS3X.203,HSS3.000X0.203,–,6.07,0.040,1.67,–,–,–,–,3.00,–,–,–,–,–,–,–,–,–,–,–,0.203,0.189,–,–,–,–,–,–,–,–,–,–,–,–,–,15.9,1.66,1.50,1.10,0.996,1.66,1.50,1.10,0.996,–,–,–,3.31,–,2.21,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS76.2X5.2,HSS76.2X5.2,9.03,1080,–,–,–,–,76.2,–,–,–,–,–,–,–,–,–,–,–,5.16,4.80,–,–,–,–,–,–,–,–,–,–,–,–,–,15.9,0.691,24.6,18.0,25.3,0.691,24.6,18.0,25.3,–,–,–,1380,–,36.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS3X.216,HSS3.000X0.216,–,6.43,0.170,1.77,–,–,–,–,3.00,–,–,–,–,–,–,–,–,–,–,–,0.216,0.201,–,–,–,–,–,–,–,–,–,–,–,–,–,14.9,1.74,1.58,1.16,0.992,1.74,1.58,1.16,0.992,–,–,–,3.48,–,2.32,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS76.2X5.5,HSS76.2X5.5,9.57,1140,–,–,–,–,76.2,–,–,–,–,–,–,–,–,–,–,–,5.49,5.11,–,–,–,–,–,–,–,–,–,–,–,–,–,14.9,0.724,25.9,19.0,25.2,0.724,25.9,19.0,25.2,–,–,–,1450,–,38.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X.125,HSS5.000X0.125,–,6.51,0.050,1.78,–,–,–,–,5.00,–,–,–,–,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,–,–,–,43.1,5.31,2.77,2.12,1.73,5.31,2.77,2.12,1.73,–,–,–,10.6,–,4.25,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X3.2,HSS127X3.2,9.69,1150,–,–,–,–,127,–,–,–,–,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,–,–,43.1,2.21,45.4,34.7,43.9,2.21,45.4,34.7,43.9,–,–,–,4410,–,69.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS3.5X.188,HSS3.500X0.188,–,6.66,0.150,1.82,–,–,–,–,3.50,–,–,–,–,–,–,–,–,–,–,–,0.188,0.174,–,–,–,–,–,–,–,–,–,–,–,–,–,20.1,2.52,1.93,1.44,1.18,2.52,1.93,1.44,1.18,–,–,–,5.04,–,2.88,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS88.9X4.8,HSS88.9X4.8,9.90,1170,–,–,–,–,88.9,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,20.1,1.05,31.6,23.6,30.0,1.05,31.6,23.6,30.0,–,–,–,2100,–,47.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS2.875X.250,HSS2.875X0.250,–,7.02,0.150,1.93,–,–,–,–,2.88,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,12.3,1.70,1.63,1.18,0.938,1.70,1.63,1.18,0.938,–,–,–,3.40,–,2.37,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS73X6.4,HSS73X6.4,10.4,1250,–,–,–,–,73.0,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,12.3,0.708,26.7,19.3,23.8,0.708,26.7,19.3,23.8,–,–,–,1420,–,38.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS3.5X.203,HSS3.500X0.203,–,7.15,0.040,1.97,–,–,–,–,3.50,–,–,–,–,–,–,–,–,–,–,–,0.203,0.189,–,–,–,–,–,–,–,–,–,–,–,–,–,18.5,2.70,2.07,1.54,1.17,2.70,2.07,1.54,1.17,–,–,–,5.41,–,3.09,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS88.9X5.2,HSS88.9X5.2,10.6,1270,–,–,–,–,88.9,–,–,–,–,–,–,–,–,–,–,–,5.16,4.80,–,–,–,–,–,–,–,–,–,–,–,–,–,18.5,1.12,33.9,25.2,29.7,1.12,33.9,25.2,29.7,–,–,–,2250,–,50.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS3X.250,HSS3.000X0.250,–,7.35,0.040,2.03,–,–,–,–,3.00,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,12.9,1.95,1.79,1.30,0.982,1.95,1.79,1.30,0.982,–,–,–,3.90,–,2.60,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS76.2X6.4,HSS76.2X6.4,10.9,1310,–,–,–,–,76.2,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,12.9,0.812,29.3,21.3,24.9,0.812,29.3,21.3,24.9,–,–,–,1620,–,42.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS3.5X.216,HSS3.500X0.216,–,7.58,0.070,2.08,–,–,–,–,3.50,–,–,–,–,–,–,–,–,–,–,–,0.216,0.201,–,–,–,–,–,–,–,–,–,–,–,–,–,17.4,2.84,2.19,1.63,1.17,2.84,2.19,1.63,1.17,–,–,–,5.69,–,3.25,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS88.9X5.5,HSS88.9X5.5,11.3,1340,–,–,–,–,88.9,–,–,–,–,–,–,–,–,–,–,–,5.49,5.11,–,–,–,–,–,–,–,–,–,–,–,–,–,17.4,1.18,35.9,26.7,29.7,1.18,35.9,26.7,29.7,–,–,–,2370,–,53.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X.188,HSS4.000X0.188,–,7.66,0.080,2.09,–,–,–,–,4.00,–,–,–,–,–,–,–,–,–,–,–,0.188,0.174,–,–,–,–,–,–,–,–,–,–,–,–,–,23.0,3.83,2.55,1.92,1.35,3.83,2.55,1.92,1.35,–,–,–,7.67,–,3.83,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X4.8,HSS101.6X4.8,11.4,1350,–,–,–,–,102,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,23.0,1.59,41.8,31.5,34.3,1.59,41.8,31.5,34.3,–,–,–,3190,–,62.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5.563X.134,HSS5.563X0.134,–,7.78,0.120,2.12,–,–,–,–,5.56,–,–,–,–,–,–,–,–,–,–,–,0.134,0.124,–,–,–,–,–,–,–,–,–,–,–,–,–,44.9,7.84,3.67,2.82,1.92,7.84,3.67,2.82,1.92,–,–,–,15.7,–,5.64,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS141.3X3.4,HSS141.3X3.4,11.6,1370,–,–,–,–,141,–,–,–,–,–,–,–,–,–,–,–,3.40,3.15,–,–,–,–,–,–,–,–,–,–,–,–,–,44.9,3.26,60.1,46.2,48.8,3.26,60.1,46.2,48.8,–,–,–,6530,–,92.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6X.125,HSS6.000X0.125,–,7.85,0.070,2.14,–,–,–,–,6.00,–,–,–,–,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,–,–,–,51.7,9.28,4.02,3.09,2.08,9.28,4.02,3.09,2.08,–,–,–,18.6,–,6.19,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS152.4X3.2,HSS152.4X3.2,11.7,1380,–,–,–,–,152,–,–,–,–,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,–,–,51.7,3.86,65.9,50.6,52.8,3.86,65.9,50.6,52.8,–,–,–,7740,–,101,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4.5X.188,HSS4.500X0.188,–,8.67,0.220,2.36,–,–,–,–,4.50,–,–,–,–,–,–,–,–,–,–,–,0.188,0.174,–,–,–,–,–,–,–,–,–,–,–,–,–,25.9,5.54,3.26,2.46,1.53,5.54,3.26,2.46,1.53,–,–,–,11.1,–,4.93,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS114.3X4.8,HSS114.3X4.8,12.9,1520,–,–,–,–,114,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,25.9,2.31,53.4,40.3,38.9,2.31,53.4,40.3,38.9,–,–,–,4620,–,80.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6.625X.125,HSS6.625X0.125,–,8.69,0.020,2.37,–,–,–,–,6.63,–,–,–,–,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,–,–,–,57.1,12.6,4.92,3.79,2.30,12.6,4.92,3.79,2.30,–,–,–,25.1,–,7.59,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS168.3X3.2,HSS168.3X3.2,12.9,1530,–,–,–,–,168,–,–,–,–,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,–,–,57.1,5.24,80.6,62.1,58.4,5.24,80.6,62.1,58.4,–,–,–,10400,–,124,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS3.5X.250,HSS3.500X0.250,–,8.69,0.000,2.39,–,–,–,–,3.50,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,15.0,3.21,2.49,1.83,1.16,3.21,2.49,1.83,1.16,–,–,–,6.41,–,3.66,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS88.9X6.4,HSS88.9X6.4,12.9,1540,–,–,–,–,88.9,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,15.0,1.34,40.8,30.0,29.5,1.34,40.8,30.0,29.5,–,–,–,2670,–,60.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X.220,HSS4.000X0.220,–,8.89,0.080,2.44,–,–,–,–,4.00,–,–,–,–,–,–,–,–,–,–,–,0.220,0.205,–,–,–,–,–,–,–,–,–,–,–,–,–,19.5,4.41,2.96,2.21,1.34,4.41,2.96,2.21,1.34,–,–,–,8.83,–,4.41,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X5.6,HSS101.6X5.6,13.2,1570,–,–,–,–,102,–,–,–,–,–,–,–,–,–,–,–,5.59,5.21,–,–,–,–,–,–,–,–,–,–,–,–,–,19.5,1.84,48.5,36.2,34.0,1.84,48.5,36.2,34.0,–,–,–,3680,–,72.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X.226,HSS4.000X0.226,–,9.12,0.110,2.50,–,–,–,–,4.00,–,–,–,–,–,–,–,–,–,–,–,0.226,0.210,–,–,–,–,–,–,–,–,–,–,–,–,–,19.0,4.50,3.02,2.25,1.34,4.50,3.02,2.25,1.34,–,–,–,9.01,–,4.50,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X5.7,HSS101.6X5.7,13.6,1610,–,–,–,–,102,–,–,–,–,–,–,–,–,–,–,–,5.74,5.33,–,–,–,–,–,–,–,–,–,–,–,–,–,19.0,1.87,49.5,36.9,34.0,1.87,49.5,36.9,34.0,–,–,–,3750,–,73.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS7X.125,HSS7.000X0.125,–,9.19,0.070,2.51,–,–,–,–,7.00,–,–,–,–,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,–,–,–,60.3,14.9,5.50,4.25,2.43,14.9,5.50,4.25,2.43,–,–,–,29.7,–,8.49,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS177.8X3.2,HSS177.8X3.2,13.7,1620,–,–,–,–,178,–,–,–,–,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,–,–,–,60.3,6.20,90.1,69.6,61.7,6.20,90.1,69.6,61.7,–,–,–,12400,–,139,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X.237,HSS4.000X0.237,–,9.53,0.020,2.61,–,–,–,–,4.00,–,–,–,–,–,–,–,–,–,–,–,0.237,0.220,–,–,–,–,–,–,–,–,–,–,–,–,–,18.2,4.68,3.15,2.34,1.34,4.68,3.15,2.34,1.34,–,–,–,9.36,–,4.68,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X6,HSS101.6X6,14.2,1680,–,–,–,–,102,–,–,–,–,–,–,–,–,–,–,–,6.02,5.59,–,–,–,–,–,–,–,–,–,–,–,–,–,18.2,1.95,51.6,38.3,34.0,1.95,51.6,38.3,34.0,–,–,–,3900,–,76.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X.188,HSS5.000X0.188,–,9.67,0.010,2.64,–,–,–,–,5.00,–,–,–,–,–,–,–,–,–,–,–,0.188,0.174,–,–,–,–,–,–,–,–,–,–,–,–,–,28.7,7.69,4.05,3.08,1.71,7.69,4.05,3.08,1.71,–,–,–,15.4,–,6.15,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X4.8,HSS127X4.8,14.4,1700,–,–,–,–,127,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,28.7,3.20,66.4,50.5,43.4,3.20,66.4,50.5,43.4,–,–,–,6410,–,101,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X.250,HSS4.000X0.250,–,10.00,0.140,2.76,–,–,–,–,4.00,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,17.2,4.91,3.31,2.45,1.33,4.91,3.31,2.45,1.33,–,–,–,9.82,–,4.91,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X6.4,HSS101.6X6.4,14.9,1780,–,–,–,–,102,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,17.2,2.04,54.2,40.1,33.8,2.04,54.2,40.1,33.8,–,–,–,4090,–,80.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS3.5X.300,HSS3.500X0.300,–,10.26,0.260,2.82,–,–,–,–,3.50,–,–,–,–,–,–,–,–,–,–,–,0.300,0.279,–,–,–,–,–,–,–,–,–,–,–,–,–,12.5,3.69,2.90,2.11,1.14,3.69,2.90,2.11,1.14,–,–,–,7.38,–,4.22,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS88.9X7.6,HSS88.9X7.6,15.3,1820,–,–,–,–,88.9,–,–,–,–,–,–,–,–,–,–,–,7.62,7.09,–,–,–,–,–,–,–,–,–,–,–,–,–,12.5,1.54,47.5,34.6,29.0,1.54,47.5,34.6,29.0,–,–,–,3070,–,69.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS3.5X.313,HSS3.500X0.313,–,10.66,0.080,2.93,–,–,–,–,3.50,–,–,–,–,–,–,–,–,–,–,–,0.313,0.291,–,–,–,–,–,–,–,–,–,–,–,–,–,12.0,3.81,3.00,2.18,1.14,3.81,3.00,2.18,1.14,–,–,–,7.61,–,4.35,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS88.9X8,HSS88.9X8,15.9,1890,–,–,–,–,88.9,–,–,–,–,–,–,–,–,–,–,–,7.95,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,12.0,1.59,49.2,35.7,29.0,1.59,49.2,35.7,29.0,–,–,–,3170,–,71.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5.563X.188,HSS5.563X0.188,–,10.80,0.090,2.95,–,–,–,–,5.56,–,–,–,–,–,–,–,–,–,–,–,0.188,0.174,–,–,–,–,–,–,–,–,–,–,–,–,–,32.0,10.7,5.05,3.85,1.91,10.7,5.05,3.85,1.91,–,–,–,21.4,–,7.70,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS141.3X4.8,HSS141.3X4.8,16.1,1900,–,–,–,–,141,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,32.0,4.45,82.8,63.1,48.5,4.45,82.8,63.1,48.5,–,–,–,8910,–,126,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4.5X.237,HSS4.500X0.237,–,10.80,0.000,2.96,–,–,–,–,4.50,–,–,–,–,–,–,–,–,–,–,–,0.237,0.220,–,–,–,–,–,–,–,–,–,–,–,–,–,20.5,6.79,4.03,3.02,1.52,6.79,4.03,3.02,1.52,–,–,–,13.6,–,6.04,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS114.3X6,HSS114.3X6,16.1,1910,–,–,–,–,114,–,–,–,–,–,–,–,–,–,–,–,6.02,5.59,–,–,–,–,–,–,–,–,–,–,–,–,–,20.5,2.83,66.0,49.5,38.6,2.83,66.0,49.5,38.6,–,–,–,5660,–,99.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6X.188,HSS6.000X0.188,–,11.68,0.120,3.18,–,–,–,–,6.00,–,–,–,–,–,–,–,–,–,–,–,0.188,0.174,–,–,–,–,–,–,–,–,–,–,–,–,–,34.5,13.5,5.91,4.51,2.06,13.5,5.91,4.51,2.06,–,–,–,27.0,–,9.02,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS152.4X4.8,HSS152.4X4.8,17.4,2050,–,–,–,–,152,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,34.5,5.62,96.8,73.9,52.3,5.62,96.8,73.9,52.3,–,–,–,11200,–,148,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4X.313,HSS4.000X0.313,–,12.34,0.130,3.39,–,–,–,–,4.00,–,–,–,–,–,–,–,–,–,–,–,0.313,0.291,–,–,–,–,–,–,–,–,–,–,–,–,–,13.7,5.87,4.01,2.93,1.32,5.87,4.01,2.93,1.32,–,–,–,11.7,–,5.87,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS101.6X8,HSS101.6X8,18.4,2190,–,–,–,–,102,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,13.7,2.44,65.7,48.0,33.5,2.44,65.7,48.0,33.5,–,–,–,4870,–,96.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X.250,HSS5.000X0.250,–,12.69,0.350,3.49,–,–,–,–,5.00,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,21.5,9.94,5.30,3.97,1.69,9.94,5.30,3.97,1.69,–,–,–,19.9,–,7.95,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X6.4,HSS127X6.4,18.9,2250,–,–,–,–,127,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,21.5,4.14,86.9,65.1,42.9,4.14,86.9,65.1,42.9,–,–,–,8280,–,130,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6.625X.188,HSS6.625X0.188,–,12.94,0.240,3.53,–,–,–,–,6.63,–,–,–,–,–,–,–,–,–,–,–,0.188,0.174,–,–,–,–,–,–,–,–,–,–,–,–,–,38.1,18.4,7.24,5.54,2.28,18.4,7.24,5.54,2.28,–,–,–,36.7,–,11.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS168.3X4.8,HSS168.3X4.8,19.2,2280,–,–,–,–,168,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,38.1,7.66,119,90.8,57.9,7.66,119,90.8,57.9,–,–,–,15300,–,182,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X.258,HSS5.000X0.258,–,13.08,0.140,3.59,–,–,–,–,5.00,–,–,–,–,–,–,–,–,–,–,–,0.258,0.240,–,–,–,–,–,–,–,–,–,–,–,–,–,20.8,10.2,5.44,4.08,1.69,10.2,5.44,4.08,1.69,–,–,–,20.4,–,8.15,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X6.6,HSS127X6.6,19.5,2320,–,–,–,–,127,–,–,–,–,–,–,–,–,–,–,–,6.55,6.10,–,–,–,–,–,–,–,–,–,–,–,–,–,20.8,4.25,89.1,66.9,42.9,4.25,89.1,66.9,42.9,–,–,–,8490,–,134,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6.875X.188,HSS6.875X0.188,–,13.44,0.180,3.66,–,–,–,–,6.88,–,–,–,–,–,–,–,–,–,–,–,0.188,0.174,–,–,–,–,–,–,–,–,–,–,–,–,–,39.5,20.6,7.81,5.99,2.37,20.6,7.81,5.99,2.37,–,–,–,41.1,–,12.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS174.6X4.8,HSS174.6X4.8,20.0,2360,–,–,–,–,175,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,39.5,8.57,128,98.2,60.2,8.57,128,98.2,60.2,–,–,–,17100,–,197,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
