Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
HSS,HSS7X.188,HSS7.000X0.188,–,13.69,0.250,3.73,–,–,–,–,7.00,–,–,–,–,–,–,–,–,–,–,–,0.188,0.174,–,–,–,–,–,–,–,–,–,–,–,–,–,40.2,21.7,8.11,6.21,2.41,21.7,8.11,6.21,2.41,–,–,–,43.5,–,12.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS177.8X4.8,HSS177.8X4.8,20.4,2410,–,–,–,–,178,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,40.2,9.03,133,102,61.2,9.03,133,102,61.2,–,–,–,18100,–,203,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5.5X.258,HSS5.500X0.258,–,14.46,0.550,3.97,–,–,–,–,5.50,–,–,–,–,–,–,–,–,–,–,–,0.258,0.240,–,–,–,–,–,–,–,–,–,–,–,–,–,22.9,13.7,6.64,5.00,1.86,13.7,6.64,5.00,1.86,–,–,–,27.5,–,10.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS139.7X6.6,HSS139.7X6.6,21.5,2560,–,–,–,–,140,–,–,–,–,–,–,–,–,–,–,–,6.55,6.10,–,–,–,–,–,–,–,–,–,–,–,–,–,22.9,5.70,109,81.9,47.2,5.70,109,81.9,47.2,–,–,–,11400,–,164,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5.563X.258,HSS5.563X0.258,–,14.63,0.100,4.01,–,–,–,–,5.56,–,–,–,–,–,–,–,–,–,–,–,0.258,0.240,–,–,–,–,–,–,–,–,–,–,–,–,–,23.2,14.2,6.80,5.12,1.88,14.2,6.80,5.12,1.88,–,–,–,28.5,–,10.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS141.3X6.6,HSS141.3X6.6,21.8,2590,–,–,–,–,141,–,–,–,–,–,–,–,–,–,–,–,6.55,6.10,–,–,–,–,–,–,–,–,–,–,–,–,–,23.2,5.91,111,83.9,47.8,5.91,111,83.9,47.8,–,–,–,11900,–,167,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS7.5X.188,HSS7.500X0.188,–,14.70,0.070,4.00,–,–,–,–,7.50,–,–,–,–,–,–,–,–,–,–,–,0.188,0.174,–,–,–,–,–,–,–,–,–,–,–,–,–,43.1,26.9,9.34,7.17,2.59,26.9,9.34,7.17,2.59,–,–,–,53.8,–,14.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS190.5X4.8,HSS190.5X4.8,21.9,2580,–,–,–,–,191,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,43.1,11.2,153,117,65.8,11.2,153,117,65.8,–,–,–,22400,–,234,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4.5X.337,HSS4.500X0.337,–,15.00,0.040,4.12,–,–,–,–,4.50,–,–,–,–,–,–,–,–,–,–,–,0.337,0.313,–,–,–,–,–,–,–,–,–,–,–,–,–,14.4,9.07,5.50,4.03,1.48,9.07,5.50,4.03,1.48,–,–,–,18.1,–,8.06,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS114.3X8.6,HSS114.3X8.6,22.3,2660,–,–,–,–,114,–,–,–,–,–,–,–,–,–,–,–,8.56,7.95,–,–,–,–,–,–,–,–,–,–,–,–,–,14.4,3.78,90.1,66.0,37.6,3.78,90.1,66.0,37.6,–,–,–,7530,–,132,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6X.250,HSS6.000X0.250,–,15.37,0.370,4.22,–,–,–,–,6.00,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,25.8,17.6,7.75,5.86,2.04,17.6,7.75,5.86,2.04,–,–,–,35.2,–,11.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS152.4X6.4,HSS152.4X6.4,22.9,2720,–,–,–,–,152,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,25.8,7.33,127,96.0,51.8,7.33,127,96.0,51.8,–,–,–,14700,–,192,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X.312,HSS5.000X0.312,–,15.64,0.020,4.30,–,–,–,–,5.00,–,–,–,–,–,–,–,–,–,–,–,0.312,0.291,–,–,–,–,–,–,–,–,–,–,–,–,–,17.2,12.0,6.46,4.79,1.67,12.0,6.46,4.79,1.67,–,–,–,24.0,–,9.58,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X7.9,HSS127X7.9,23.3,2770,–,–,–,–,127,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,17.2,4.99,106,78.5,42.4,4.99,106,78.5,42.4,–,–,–,9990,–,157,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS4.5X.375,HSS4.500X0.375,–,16.54,0.100,4.55,–,–,–,–,4.50,–,–,–,–,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,–,–,–,12.9,9.87,6.03,4.39,1.47,9.87,6.03,4.39,1.47,–,–,–,19.7,–,8.78,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS114.3X9.5,HSS114.3X9.5,24.6,2940,–,–,–,–,114,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,12.9,4.11,98.8,71.9,37.3,4.11,98.8,71.9,37.3,–,–,–,8200,–,144,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS8.625X.188,HSS8.625X0.188,–,16.96,0.000,4.62,–,–,–,–,8.63,–,–,–,–,–,–,–,–,–,–,–,0.188,0.174,–,–,–,–,–,–,–,–,–,–,–,–,–,49.6,41.3,12.4,9.57,2.99,41.3,12.4,9.57,2.99,–,–,–,82.5,–,19.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS219.1X4.8,HSS219.1X4.8,25.2,2980,–,–,–,–,219,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,49.6,17.2,203,157,75.9,17.2,203,157,75.9,–,–,–,34300,–,313,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6.625X.250,HSS6.625X0.250,–,17.04,0.080,4.68,–,–,–,–,6.63,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,28.4,23.9,9.52,7.22,2.26,23.9,9.52,7.22,2.26,–,–,–,47.9,–,14.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS168.3X6.4,HSS168.3X6.4,25.4,3020,–,–,–,–,168,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,28.4,9.95,156,118,57.4,9.95,156,118,57.4,–,–,–,19900,–,236,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6X.280,HSS6.000X0.280,–,17.12,0.040,4.69,–,–,–,–,6.00,–,–,–,–,–,–,–,–,–,–,–,0.280,0.260,–,–,–,–,–,–,–,–,–,–,–,–,–,23.1,19.3,8.57,6.45,2.03,19.3,8.57,6.45,2.03,–,–,–,38.7,–,12.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS152.4X7.1,HSS152.4X7.1,25.5,3030,–,–,–,–,152,–,–,–,–,–,–,–,–,–,–,–,7.11,6.60,–,–,–,–,–,–,–,–,–,–,–,–,–,23.1,8.03,140,106,51.6,8.03,140,106,51.6,–,–,–,16100,–,211,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6.875X.250,HSS6.875X0.250,–,17.71,0.390,4.86,–,–,–,–,6.88,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,29.5,26.8,10.3,7.81,2.35,26.8,10.3,7.81,2.35,–,–,–,53.7,–,15.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS174.6X6.4,HSS174.6X6.4,26.3,3140,–,–,–,–,175,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,29.5,11.2,169,128,59.7,11.2,169,128,59.7,–,–,–,22400,–,256,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS7X.250,HSS7.000X0.250,–,18.04,0.330,4.95,–,–,–,–,7.00,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,30.0,28.4,10.7,8.11,2.39,28.4,10.7,8.11,2.39,–,–,–,56.8,–,16.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS177.8X6.4,HSS177.8X6.4,26.8,3190,–,–,–,–,178,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,30.0,11.8,175,133,60.7,11.8,175,133,60.7,–,–,–,23600,–,265,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X.375,HSS5.000X0.375,–,18.54,0.190,5.10,–,–,–,–,5.00,–,–,–,–,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,–,–,–,14.3,13.9,7.56,5.55,1.65,13.9,7.56,5.55,1.65,–,–,–,27.7,–,11.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X9.5,HSS127X9.5,27.6,3290,–,–,–,–,127,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,14.3,5.79,124,90.9,41.9,5.79,124,90.9,41.9,–,–,–,11500,–,182,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS9.625X.188,HSS9.625X0.188,–,18.97,0.430,5.17,–,–,–,–,9.63,–,–,–,–,–,–,–,–,–,–,–,0.188,0.174,–,–,–,–,–,–,–,–,–,–,–,–,–,55.3,57.7,15.5,12.0,3.34,57.7,15.5,12.0,3.34,–,–,–,115,–,24.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS244.5X4.8,HSS244.5X4.8,28.2,3340,–,–,–,–,244,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,55.3,24.0,254,197,84.8,24.0,254,197,84.8,–,–,–,47900,–,393,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6X.312,HSS6.000X0.312,–,18.97,0.000,5.22,–,–,–,–,6.00,–,–,–,–,–,–,–,–,–,–,–,0.312,0.291,–,–,–,–,–,–,–,–,–,–,–,–,–,20.6,21.3,9.49,7.11,2.02,21.3,9.49,7.11,2.02,–,–,–,42.6,–,14.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS152.4X7.9,HSS152.4X7.9,28.2,3370,–,–,–,–,152,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,20.6,8.87,156,117,51.3,8.87,156,117,51.3,–,–,–,17700,–,233,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6.625X.280,HSS6.625X0.280,–,18.99,0.020,5.20,–,–,–,–,6.63,–,–,–,–,–,–,–,–,–,–,–,0.280,0.260,–,–,–,–,–,–,–,–,–,–,–,–,–,25.5,26.4,10.5,7.96,2.25,26.4,10.5,7.96,2.25,–,–,–,52.7,–,15.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS168.3X7.1,HSS168.3X7.1,28.3,3350,–,–,–,–,168,–,–,–,–,–,–,–,–,–,–,–,7.11,6.60,–,–,–,–,–,–,–,–,–,–,–,–,–,25.5,11.0,172,130,57.2,11.0,172,130,57.2,–,–,–,21900,–,261,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS7.5X.250,HSS7.500X0.250,–,19.38,0.300,5.32,–,–,–,–,7.50,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,32.2,35.2,12.3,9.37,2.57,35.2,12.3,9.37,2.57,–,–,–,70.3,–,18.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS190.5X6.4,HSS190.5X6.4,28.8,3430,–,–,–,–,191,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,32.2,14.7,202,154,65.3,14.7,202,154,65.3,–,–,–,29300,–,306,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS10X.188,HSS10.000X0.188,–,19.72,0.090,5.37,–,–,–,–,10.0,–,–,–,–,–,–,–,–,–,–,–,0.188,0.174,–,–,–,–,–,–,–,–,–,–,–,–,–,57.5,64.8,16.8,13.0,3.47,64.8,16.8,13.0,3.47,–,–,–,130,–,25.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS254X4.8,HSS254X4.8,29.3,3460,–,–,–,–,254,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,57.5,27.0,275,213,88.1,27.0,275,213,88.1,–,–,–,54100,–,424,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5.5X.375,HSS5.500X0.375,–,20.55,0.730,5.65,–,–,–,–,5.50,–,–,–,–,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,–,–,–,15.8,18.8,9.27,6.84,1.83,18.8,9.27,6.84,1.83,–,–,–,37.6,–,13.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS139.7X9.5,HSS139.7X9.5,30.6,3650,–,–,–,–,140,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,15.8,7.83,152,112,46.5,7.83,152,112,46.5,–,–,–,15700,–,225,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5.563X.375,HSS5.563X0.375,–,20.80,0.080,5.72,–,–,–,–,5.56,–,–,–,–,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,–,–,–,15.9,19.5,9.50,7.02,1.85,19.5,9.50,7.02,1.85,–,–,–,39.0,–,14.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS141.3X9.5,HSS141.3X9.5,30.9,3690,–,–,–,–,141,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,15.9,8.12,156,115,47.0,8.12,156,115,47.0,–,–,–,16200,–,229,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6.625X.312,HSS6.625X0.312,–,21.06,0.260,5.79,–,–,–,–,6.63,–,–,–,–,–,–,–,–,–,–,–,0.312,0.291,–,–,–,–,–,–,–,–,–,–,–,–,–,22.8,29.1,11.7,8.79,2.24,29.1,11.7,8.79,2.24,–,–,–,58.2,–,17.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS168.3X7.9,HSS168.3X7.9,31.3,3740,–,–,–,–,168,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,22.8,12.1,192,144,56.9,12.1,192,144,56.9,–,–,–,24200,–,288,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS10.75X.188,HSS10.750X0.188,–,21.17,0.110,5.79,–,–,–,–,10.8,–,–,–,–,–,–,–,–,–,–,–,0.188,0.174,–,–,–,–,–,–,–,–,–,–,–,–,–,61.6,81.0,19.5,15.1,3.74,81.0,19.5,15.1,3.74,–,–,–,162,–,30.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS273.1X4.8,HSS273.1X4.8,31.5,3740,–,–,–,–,273,–,–,–,–,–,–,–,–,–,–,–,4.78,4.42,–,–,–,–,–,–,–,–,–,–,–,–,–,61.6,33.7,320,247,95.0,33.7,320,247,95.0,–,–,–,67400,–,493,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6.875X.312,HSS6.875X0.312,–,21.89,0.260,6.02,–,–,–,–,6.88,–,–,–,–,–,–,–,–,–,–,–,0.312,0.291,–,–,–,–,–,–,–,–,–,–,–,–,–,23.6,32.7,12.6,9.51,2.33,32.7,12.6,9.51,2.33,–,–,–,65.4,–,19.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS174.6X7.9,HSS174.6X7.9,32.6,3880,–,–,–,–,175,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,23.6,13.6,206,156,59.2,13.6,206,156,59.2,–,–,–,27200,–,311,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS7X.312,HSS7.000X0.312,–,22.31,0.130,6.13,–,–,–,–,7.00,–,–,–,–,–,–,–,–,–,–,–,0.312,0.291,–,–,–,–,–,–,–,–,–,–,–,–,–,24.1,34.6,13.1,9.88,2.37,34.6,13.1,9.88,2.37,–,–,–,69.1,–,19.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS177.8X7.9,HSS177.8X7.9,33.2,3950,–,–,–,–,178,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,24.1,14.4,215,162,60.2,14.4,215,162,60.2,–,–,–,28800,–,324,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS8.625X.250,HSS8.625X0.250,–,22.38,0.010,6.14,–,–,–,–,8.63,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,37.0,54.1,16.4,12.5,2.97,54.1,16.4,12.5,2.97,–,–,–,108,–,25.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS219.1X6.4,HSS219.1X6.4,33.3,3960,–,–,–,–,219,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,37.0,22.5,269,205,75.4,22.5,269,205,75.4,–,–,–,45000,–,411,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6X.375,HSS6.000X0.375,–,22.55,0.130,6.20,–,–,–,–,6.00,–,–,–,–,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,–,–,–,17.2,24.8,11.2,8.28,2.00,24.8,11.2,8.28,2.00,–,–,–,49.7,–,16.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS152.4X9.5,HSS152.4X9.5,33.6,4000,–,–,–,–,152,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,17.2,10.3,184,136,50.8,10.3,184,136,50.8,–,–,–,20700,–,272,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS7.5X.312,HSS7.500X0.312,–,23.97,0.630,6.59,–,–,–,–,7.50,–,–,–,–,–,–,–,–,–,–,–,0.312,0.291,–,–,–,–,–,–,–,–,–,–,–,–,–,25.8,42.9,15.1,11.4,2.55,42.9,15.1,11.4,2.55,–,–,–,85.8,–,22.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS190.5X7.9,HSS190.5X7.9,35.7,4250,–,–,–,–,191,–,–,–,–,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,–,–,–,25.8,17.9,247,187,64.8,17.9,247,187,64.8,–,–,–,35700,–,375,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X.500,HSS5.000X0.500,–,24.05,0.080,6.62,–,–,–,–,5.00,–,–,–,–,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,–,–,–,10.8,17.2,9.60,6.88,1.61,17.2,9.60,6.88,1.61,–,–,–,34.4,–,13.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X12.7,HSS127X12.7,35.8,4270,–,–,–,–,127,–,–,–,–,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,–,–,–,10.8,7.16,157,113,40.9,7.16,157,113,40.9,–,–,–,14300,–,226,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS9.625X.250,HSS9.625X0.250,–,25.06,0.030,6.87,–,–,–,–,9.63,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,41.3,75.9,20.6,15.8,3.32,75.9,20.6,15.8,3.32,–,–,–,152,–,31.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS244.5X6.4,HSS244.5X6.4,37.3,4430,–,–,–,–,244,–,–,–,–,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,–,–,–,41.3,31.6,338,259,84.3,31.6,338,259,84.3,–,–,–,63300,–,516,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6.625X.375,HSS6.625X0.375,–,25.06,0.000,6.88,–,–,–,–,6.63,–,–,–,–,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,–,–,–,19.0,34.0,13.8,10.3,2.22,34.0,13.8,10.3,2.22,–,–,–,68.0,–,20.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS168.3X9.5,HSS168.3X9.5,37.3,4440,–,–,–,–,168,–,–,–,–,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,–,–,–,19.0,14.2,226,169,56.4,14.2,226,169,56.4,–,–,–,28300,–,336,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
